path,true_class,pred_class,correct,confidence,concordance_score,spearman_rho,top5pct_overlap,gradcam_fidelity,gradcam_localization,gradcam_robustness,gradcam_robustness_backfilled,gradcam_cers,gradcam_ccers,gradcam_aopc,gradcam_insertion_auc,gradcam_deletion_auc,gradcam_entropy,gradcam_lfs,integrated_gradients_fidelity,integrated_gradients_localization,integrated_gradients_robustness,integrated_gradients_robustness_backfilled,integrated_gradients_cers,integrated_gradients_ccers,integrated_gradients_aopc,integrated_gradients_insertion_auc,integrated_gradients_deletion_auc,integrated_gradients_entropy,integrated_gradients_lfs
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1010.png,COVID,COVID,True,0.9999572038650513,0.11560919096641142,0.20679835751279843,0.02442002442002442,0.3335903934742275,0.29987961335762514,0.7776746880816883,False,0.45670244782148506,0.052799000505021614,0.0003579884767532349,0.9999924458955464,0.9995792539496171,10.506528391698216,0.4058382800018426,0.33330794499631516,0.16747305247711916,0.5799492931527502,False,0.3575498816874869,0.041336052552026485,-3.815293312072754e-05,0.9999582328294453,0.9999962449073792,10.519900793590608,0.21720280815187668
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1015.png,COVID,COVID,True,0.77812260389328,0.061025754609859,0.1049574921257009,0.017094017094017096,0.26282610637054105,0.12779978662529484,0.496956150017046,False,0.2925572235409187,0.017853525333149767,-0.18931897580623627,0.9493387686578851,0.9715414737400258,10.281084879488244,0.15129800331996215,0.2604154947556948,0.1647646769356347,0.5515801641624009,False,0.3190696502316886,0.019471466178492568,-0.21048857569694518,0.985560323062696,0.9938252630986665,10.470252233962421,0.21141510030432215
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1040.png,COVID,COVID,True,0.9945594668388367,0.054600216481114766,0.07959115335294993,0.029609279609279608,0.33149284343970453,0.21483415260511673,0.6297027400751148,False,0.3859582051799513,0.02107340155548785,-0.004775679111480713,0.9986969232559204,0.9994427138253261,10.879176979494645,0.29874525400562113,0.33098194332499253,0.11376644733888132,0.577628328203783,False,0.33981120999279635,0.01855376562831623,-0.005117067694664001,0.9978649678983187,0.9998020702286771,10.597970550226146,0.14349598431354132
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1054.png,COVID,COVID,True,0.9999973773956299,0.14865735311454845,0.2530534119678026,0.044261294261294264,0.33333322353530354,0.33445720245321764,0.8309244213561925,False,0.48294777655694443,0.07179373815551172,1.2516975402832031e-06,0.9999944097117375,0.9999959908033672,10.924149789624845,0.4713732372747746,0.3333319030309978,0.2705410397613898,0.5221835413433583,False,0.3711501355438236,0.0551741967580507,-2.3961067199707033e-06,0.9999979357970388,0.9999998305973254,10.601036121013403,0.3675781525181679
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1074.png,COVID,COVID,True,0.9999828338623047,0.1304759929792997,0.22065894566555913,0.040293040293040296,0.333328816765233,0.26366067032894874,0.7028667720702378,False,0.4232897594258492,0.05522915167905656,-7.677078247070313e-06,0.9999845906307822,0.9999904632568359,10.812838944468282,0.3659338805533762,0.33332362708292507,0.12602360536476137,0.53855481569257,False,0.33270297715036945,0.04340975131086371,-8.815526962280274e-06,0.9999713583996421,0.9999916616239046,10.53918205128934,0.15873440981808154
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1098.png,COVID,COVID,True,0.9980796575546265,0.028305477333962752,0.04928494734191818,0.007326007326007326,0.3395985689079552,0.39380866551784866,0.7000867996618726,False,0.46400806711709847,0.013133969826558898,0.00828087329864502,0.9998285111628081,0.9893136777375875,10.47317769669352,0.5387338487407295,0.33272623053768224,0.2407486077457059,0.5580285837077742,False,0.37272364965111693,0.010550120817031564,-0.0017927169799804687,0.999888865571273,0.9999174569782457,10.484791630543967,0.3205254277654698
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1112.png,COVID,COVID,True,0.9999932050704956,0.10861945817341315,0.18396663307454303,0.03327228327228327,0.33335278008067815,0.3966414028082151,0.7647015605210368,False,0.48174400103104675,0.052326772370284484,2.7063488960266114e-05,0.9999958151265194,0.9999645383734452,10.807244695191368,0.5556901734963647,0.33333222960170944,0.24247987286040773,0.6066502980872214,False,0.3880719431249725,0.042152164194538114,-3.7848949432373047e-06,0.9999974840565731,0.9999970103565015,10.471345365449375,0.3224790513229783
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-114.png,COVID,COVID,True,0.9999920129776001,0.18631264635806433,0.2715874416782776,0.10103785103785104,0.33333068239061453,0.3399823661591738,0.7390161668947917,False,0.45703183287243543,0.08515081025234002,-4.166364669799805e-06,0.9999924082505075,0.999996194713994,10.75318264792548,0.47265953951137357,0.3333307705427471,0.5129764338108955,0.5320269534178634,False,0.44683332438572654,0.0832506991472761,-7.522106170654297e-06,0.9999995608078807,0.9999997270734687,10.468933976201768,0.7088095250207508
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1146.png,COVID,COVID,True,0.9999992847442627,0.05403881867702253,0.051911581187988894,0.05616605616605617,0.3333783984184265,0.41013927972115816,0.7598584451055821,False,0.4843506768153927,0.026173738400520147,8.95380973815918e-05,0.9999521374702453,0.9999064803123474,10.880955368763894,0.5778213018512031,0.33333473278765097,0.179990914377689,0.5285389207204686,False,0.3458928436445077,0.018691640659385254,2.4259090423583986e-06,0.9999999498066149,0.9999981773527045,10.560028152401642,0.2366361343016368
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1206.png,COVID,Normal,False,0.6422141790390015,0.1398755985841384,0.22694289435997397,0.05280830280830281,0.5259586366310808,0.09521834375880191,0.6476987201133689,False,0.4332585738140836,0.060602302353955056,0.5348333667523051,0.1390466173671652,0.09600407422622785,10.557036689180311,0.11541686102944763,0.5395574828663017,0.1778723144962851,0.5797255219216763,False,0.44310234407190907,0.06197920561109313,0.6058643859458683,0.03404264299130315,0.021234580338266414,10.461622174016139,0.22980680008684742
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-122.png,COVID,COVID,True,0.9999899864196777,0.18766479411555903,0.3328997958013256,0.04242979242979243,0.33333254613374413,0.251859098534563,0.7554159478451989,False,0.43551553236742624,0.08173093271586113,-4.124641418457031e-06,0.9999958276748657,0.999994064632215,10.720755042249884,0.3455160372111416,0.33333006814906474,0.14615155023739684,0.5118289450391548,False,0.33072617584259134,0.06206565969812608,-9.506940841674805e-06,0.9999994415985911,0.9999997302105552,10.502424945967727,0.18606818927278607
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1258.png,COVID,COVID,True,0.9999542236328125,0.09057535602574676,0.1741299550307365,0.007020757020757021,0.333383486406845,0.07183611734867107,0.7451724532070161,False,0.3784559657294442,0.034278783836012225,6.237924098968506e-05,0.9999754366121795,0.9998873566326342,10.748108158757816,0.08939737316537233,0.3333168677070685,0.08182107516585707,0.6030532439771386,False,0.3387890428257261,0.030685938171562108,-4.314780235290527e-05,0.9999921886544478,0.9999984377308895,10.493699301838424,0.09383032014789242
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1284.png,COVID,COVID,True,0.9999973773956299,0.13695976766895077,0.2604885219068881,0.013431013431013432,0.33334286286119824,0.2115388900697431,0.708361658466809,False,0.40930730970544493,0.05605863404246102,1.2928247451782227e-05,0.9999993600343402,0.9999836996981972,10.800542763817083,0.2909990255710995,0.33333248997989456,0.11913944507800472,0.5313870612716953,False,0.32849094789686784,0.04499004390530843,-2.473592758178711e-06,0.999999855694018,0.9999999121615761,10.560053983152415,0.14970646206716032
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1318.png,COVID,COVID,True,0.9993413090705872,0.06388989379289434,0.0764977363037374,0.05128205128205128,0.33365809802423446,0.3422193593821906,0.6358264975314064,False,0.42687699628377296,0.027273125955200005,0.00016573667526245117,0.9999580728380304,0.9991495154405896,10.866203392117352,0.48022277448612605,0.3331088847758477,0.5401280619786947,0.5594664341579055,False,0.46312190275131915,0.02958880917994492,-0.0006250172853469848,0.9999335596435949,0.9999818880307048,10.388737966238208,0.7444985013531377
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1322.png,COVID,COVID,True,0.9998829364776611,0.192796862551116,0.2998183893268962,0.08577533577533578,0.33330248259661494,0.3376382768659675,0.6085875033673654,False,0.41718872710864585,0.08043267767824064,-8.698701858520508e-05,0.999965975159093,0.999971540350663,10.966741499543293,0.477563527025551,0.3332941782056239,0.27197344847147853,0.5188904066130567,False,0.37057682780761014,0.07144604973545239,-0.00010775923728942872,0.999983699698197,0.9999934058440358,10.623127049236263,0.37047812404853797
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1328.png,COVID,COVID,True,0.9998807907104492,0.06914112224952261,0.09279994901674973,0.04548229548229548,0.3341711670160293,0.26520201002473787,0.7643256555603948,False,0.44252676648195155,0.030596797260014557,0.001170012354850769,0.999989672711021,0.9986461840177837,10.677747031904353,0.36291535425307,0.3332950610863535,0.5153690034636963,0.5513114889086592,False,0.45332217214624804,0.03134320372278287,-0.00011236667633056641,0.9999936066175761,0.999996056682185,10.423879001509434,0.7104863944741446
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-133.png,COVID,COVID,True,0.9844411611557007,0.007783882783882784,-0.179894822784901,0.015567765567765568,0.33386904111034,0.3552188771472823,0.8156429752691086,False,0.48480617216905325,0.0037736744170668063,-0.0059702426195144655,0.9978887783853632,0.9903114124348288,10.434639361129204,0.4821163189541323,0.32853505501621644,0.15767833970308637,0.6175905901963565,False,0.3639947009763195,0.002833292086354135,-0.014318296313285827,0.9990222987375761,0.9990988373756409,10.340886739176685,0.19629261074560508
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1339.png,COVID,COVID,True,0.999855637550354,0.07444615921282183,0.09577876531209055,0.05311355311355311,0.33337254200065347,0.47239720502418947,0.6828809779669401,False,0.4799324716976002,0.03572912919940265,2.3287534713745117e-05,0.9999216669484189,0.9998273284811722,10.787561060448747,0.6631521012451714,0.3327485868805334,0.25238810934968875,0.5388936876040988,False,0.37048397383834963,0.027581108902168694,-0.00011582374572753907,0.9983353457952802,0.9999737614079526,10.669270404873338,0.34428221433029144
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1340.png,COVID,COVID,True,0.9999948740005493,0.06255783269515255,0.12023166050630023,0.004884004884004884,0.33334876894950866,0.22746915568653214,0.7634209249343163,False,0.430606531766058,0.02693781137166095,2.1392107009887694e-05,0.9999971389770508,0.9999722242355347,10.750214117135666,0.311811666925925,0.33333166931804864,0.46804166484089577,0.5379655810391576,False,0.43513484149123544,0.027221092613840432,-4.810094833374024e-06,0.9999996235496119,0.9999998055006327,10.381339048895764,0.6412320130841959
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1393.png,COVID,COVID,True,0.9998575448989868,0.14695814663703544,0.2374449868027644,0.05647130647130647,0.3332581798235576,0.3402323320955906,0.7799472448296006,False,0.4693571450069804,0.06897585614107613,-0.00012967586517333984,0.9998945123270939,0.9999902969912479,10.85219797350177,0.47684294404145794,0.3333188920167455,0.2102199443215008,0.5819994518433885,False,0.370993375656165,0.05452049890104747,3.0115246772766113e-05,0.999748656624242,0.9998220958207782,10.572477813571318,0.2803015627328922
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1459.png,COVID,COVID,True,0.9999899864196777,0.10140926555852801,0.1262007044992294,0.07661782661782662,0.3333293698335949,0.3835455666884412,0.7455098529495467,False,0.47204837382483433,0.04787007889767393,-6.4194202423095705e-06,0.9999910091098986,0.9999964801888717,10.935433856613193,0.5419355290613033,0.33332968218284736,0.17969467803224362,0.5952824128658828,False,0.3658250001425769,0.03709804458740713,-7.891654968261719e-06,0.9999949681131461,0.9999980299096358,10.56052800152126,0.23623225550044866
C:\Git programs\AIMS research\EXCV cursor\data\COVID_19_dataset\test\COVID\COVID-1469.png,COVID,COVID,True,0.9999254941940308,0.06172265547433643,0.0910887785921405,0.03235653235653236,0.35678746559117963,0.40244935304449336,0.8522974754399724,False,0.5191390347818117,0.03204263978711732,0.034244152903556827,0.9999953006443224,0.9638770567743402,10.129199164939278,0.5377851133698439,0.33331086572847873,0.31970331543104763,0.5562816828540328,False,0.3961198457769156,0.024449568767435845,-6.802082061767578e-05,0.9999957523847882,0.9999951343787343,10.556486577696854,0.43608841940651866
